ticker,date,ai,fwd_1q,fwd_1y,fwd_3y
AAPL,2015-12-31,3.7877,0.0411,0.1248,0.5799
AAPL,2016-03-31,3.9187,-0.1175,0.346,0.8353
AAPL,2016-06-30,3.4484,0.1889,0.5353,1.1754
AAPL,2016-09-30,4.0613,0.0298,0.3873,1.0783
AAPL,2016-12-31,4.1586,0.2458,0.4846,1.6541
AAPL,2017-03-31,5.1365,0.0066,0.1864,0.8494
AAPL,2018-12-31,12.6195,0.2094,0.8896,3.6384
AAPL,2019-03-31,15.1608,0.046,0.3562,2.7763
AAPL,2019-06-30,15.7896,0.1359,0.8652,1.831
AAPL,2019-09-30,17.8449,0.315,1.0888,1.5228
AAPL,2019-12-31,14.0336,-0.132,0.8231,0.8066
AAPL,2020-03-31,12.1548,0.4385,0.9363,1.6455
AAPL,2020-06-30,17.43,0.2721,0.5119,1.1663
AAPL,2020-09-30,5.5444,0.1477,0.2297,0.5051
AAPL,2020-12-31,18.9234,-0.0781,0.3465,0.4766
AAPL,2021-03-31,17.4312,0.1231,0.438,0.4283
AAPL,2021-06-30,19.528,0.0347,0.004,0.5641
AAPL,2021-09-30,20.1707,0.2567,-0.0178,0.6742
AAPL,2021-12-31,10.8172,-0.0154,-0.264,0.4334
AAPL,2022-03-31,10.6403,-0.2158,-0.0499,0.2928
AAPL,2022-06-30,8.3757,0.0122,0.4272,0.5247
AAPL,2022-09-30,8.4641,-0.0583,0.2462,0.8716
AAPL,2022-12-31,10.5636,0.2711,0.4901,1.1239
AAPL,2023-03-31,13.3242,0.1779,0.0455,0.5614
AAPL,2023-06-30,15.6191,-0.1161,0.0916,
AAPL,2023-09-30,13.8223,0.126,0.3679,
AAPL,2023-12-31,19.1771,-0.1082,0.3071,
AAPL,2024-03-31,17.1104,0.2299,0.3015,
AAPL,2024-06-30,20.9531,0.1075,-0.0213,
AAPL,2024-09-30,23.1503,0.0759,0.0979,
AAPL,2024-12-31,20.2386,,0.0905,
ABNB,2022-03-31,10.5013,-0.4814,-0.2757,-0.3045
ABNB,2022-06-30,5.125,0.1792,0.4387,0.4856
ABNB,2022-09-30,6.1628,-0.186,0.3063,0.1559
ABNB,2022-12-31,4.8922,0.455,0.5923,0.5874
ABNB,2023-03-31,6.9696,0.0302,0.326,0.0151
ABNB,2023-06-30,7.2027,0.0706,0.1831,
ABNB,2023-09-30,7.7638,-0.0078,-0.0758,
ABNB,2023-12-31,7.6974,0.2117,-0.0347,
ABNB,2024-03-31,9.6938,-0.0808,-0.2758,
ABNB,2024-06-30,8.8452,-0.1637,-0.1272,
ABNB,2024-09-30,7.2652,0.0363,-0.0425,
ABNB,2024-12-31,7.558,,0.0328,
ADBE,2010-03-31,8.3272,-0.2528,-0.0625,0.2304
ADBE,2010-06-30,6.115,-0.0106,0.1899,0.7238
ADBE,2010-09-30,6.0457,0.1771,-0.0757,0.9862
ADBE,2010-12-31,7.1914,0.0773,-0.0815,0.9454
ADBE,2011-03-31,3.5085,-0.0516,0.0347,0.9825
ADBE,2011-06-30,3.3167,-0.2315,0.0293,1.3008
ADBE,2011-09-30,2.4998,0.1696,0.3422,1.8626
ADBE,2011-12-31,2.9599,0.2137,0.3329,1.5716
ADBE,2012-03-31,3.6639,-0.0565,0.2684,1.1551
ADBE,2012-06-30,3.438,0.0022,0.4075,1.5026
ADBE,2012-09-30,3.4461,0.1615,0.6011,1.5345
ADBE,2012-12-31,4.0563,0.155,0.5892,1.4931
ADBE,2013-03-31,4.7783,0.0469,0.5106,1.1553
ADBE,2013-06-30,5.0256,0.14,0.5882,1.1025
ADBE,2013-09-30,5.7988,0.1529,0.3321,1.0897
ADBE,2013-12-31,6.7611,0.0979,0.2141,0.7193
ADBE,2014-03-31,9.844,0.1007,0.1247,0.9795
ADBE,2014-06-30,10.8884,-0.0438,0.1195,0.9547
ADBE,2014-09-30,10.3882,0.0507,0.1883,1.1561
ADBE,2014-12-31,10.942,0.0171,0.2922,1.4105
ADBE,2015-03-31,9.5665,0.0956,0.2686,1.9224
ADBE,2015-06-30,10.54,0.0149,0.1824,2.0096
ADBE,2015-09-30,10.7067,0.1425,0.3201,2.2833
ADBE,2015-12-31,12.3205,-0.0015,0.0959,1.4083
ADBE,2016-03-31,9.3027,0.0212,0.3873,1.841
ADBE,2016-06-30,9.5092,0.1331,0.4766,2.076
ADBE,2016-09-30,10.8327,-0.0515,0.3744,1.5451
ADBE,2016-12-31,10.2524,0.264,0.7022,2.2036
ADBE,2017-03-31,9.7096,0.0869,0.6605,1.4456
ADBE,2017-06-30,10.5928,0.0547,0.7238,2.0777
ADBE,2017-09-30,11.1972,0.1747,0.8096,2.2875
ADBE,2017-12-31,13.2321,0.2331,0.291,1.8539
ADBE,2018-03-31,12.634,0.1283,0.2333,1.2
ADBE,2018-06-30,14.3178,0.1072,0.2085,1.402
ADBE,2018-09-30,15.905,-0.1619,0.0233,1.1327
ADBE,2018-12-31,13.2509,0.1779,0.4578,1.5065
ADBE,2019-03-31,13.1228,0.1057,0.1942,0.7097
ADBE,2019-06-30,14.5,-0.0624,0.4774,0.2424
ADBE,2019-09-30,13.6001,0.1939,0.7753,-0.0038
ADBE,2019-12-31,16.2195,-0.0351,0.5164,0.0204
ADBE,2020-03-31,12.6275,0.3679,0.4937,0.2109
ADBE,2020-06-30,17.274,0.1266,0.3453,0.1233
ADBE,2020-09-30,19.4616,0.0198,0.1739,0.0397
ADBE,2020-12-31,19.8462,-0.0495,0.1338,0.1929
ADBE,2021-03-31,17.2273,0.232,-0.0415,0.0615
ADBE,2021-06-30,21.2567,-0.0169,-0.3749,-0.0514
ADBE,2021-09-30,20.8942,-0.015,-0.522,-0.1006
ADBE,2021-12-31,20.5777,-0.1965,-0.4065,-0.2158
ADBE,2022-03-31,12.1864,-0.1966,-0.1542,-0.1582
ADBE,2022-06-30,9.7722,-0.2482,0.3358,0.0569
ADBE,2022-09-30,7.3228,0.2229,0.8528,0.2818
ADBE,2022-12-31,8.9761,0.1451,0.7728,0.04
ADBE,2023-03-31,9.9562,0.2689,0.3094,-0.3692
ADBE,2023-06-30,12.6712,0.0428,0.1361,
ADBE,2023-09-30,13.2191,0.17,0.0155,
ADBE,2023-12-31,15.4908,-0.1542,-0.2546,
ADBE,2024-03-31,11.7563,0.101,-0.2399,
ADBE,2024-06-30,12.9654,-0.068,-0.3036,
ADBE,2024-09-30,12.0692,-0.1412,-0.3187,
ADBE,2024-12-31,10.334,,-0.2129,
ADI,2009-12-31,10.9559,-0.0812,0.227,0.452
ADI,2010-03-31,9.7634,-0.0258,0.4039,0.76
ADI,2010-06-30,9.3486,0.1349,0.4413,0.7643
ADI,2010-09-30,10.8695,0.2079,0.0218,0.6354
ADI,2010-12-31,3.0335,0.0513,-0.0241,0.4756
ADI,2011-03-31,3.2144,0.0001,0.0564,0.4753
ADI,2011-06-30,3.189,-0.1954,-0.007,0.5115
ADI,2011-09-30,2.3542,0.1536,0.2935,0.7322
ADI,2011-12-31,3.1587,0.1381,0.2126,0.6959
ADI,2012-03-31,3.7738,-0.0599,0.1867,0.7023
ADI,2012-06-30,3.4103,0.048,0.2327,0.8561
ADI,2012-09-30,3.6114,0.0815,0.2373,0.5688
ADI,2012-12-31,5.9404,0.1137,0.247,0.4318
ADI,2013-03-31,6.8442,-0.0235,0.1768,0.3869
ADI,2013-06-30,6.5525,0.0519,0.2348,0.3689
ADI,2013-09-30,6.9584,0.0899,0.0823,0.4906
ADI,2013-12-31,6.8599,0.051,0.1215,0.5497
ADI,2014-03-31,7.2825,0.0247,0.219,0.6729
ADI,2014-06-30,7.4603,-0.078,0.2194,0.5587
ADI,2014-09-30,6.5846,0.1294,0.1715,0.8827
ADI,2014-12-31,7.8843,0.1424,0.0239,0.7314
ADI,2015-03-31,9.0026,0.025,-0.0332,0.5594
ADI,2015-06-30,9.1806,-0.1142,-0.0908,0.6089
ADI,2015-09-30,8.0174,-0.0129,0.1756,0.7592
ADI,2015-12-31,4.9637,0.0788,0.3496,0.6633
ADI,2016-03-31,5.3741,-0.0361,0.4195,0.9008
ADI,2016-06-30,5.1037,0.1454,0.406,1.1261
ADI,2016-09-30,5.9318,0.1332,0.367,0.8467
ADI,2016-12-31,6.7981,0.1346,0.253,0.7416
ADI,2017-03-31,7.7873,-0.0453,0.1363,0.1642
ADI,2018-12-31,10.117,0.2328,0.4131,1.1687
ADI,2019-03-31,12.8235,0.0781,-0.1306,0.6613
ADI,2019-06-30,13.8815,-0.0051,0.1092,0.3691
ADI,2019-09-30,13.7228,0.0687,0.0667,0.3189
ADI,2019-12-31,11.3808,-0.2415,0.2687,0.4593
ADI,2020-03-31,8.5434,0.3754,0.7635,1.3241
ADI,2020-06-30,11.7502,-0.0432,0.4294,0.6771
ADI,2020-09-30,11.1767,0.2711,0.4594,0.5828
ADI,2020-12-31,16.0861,0.0542,0.2096,0.4189
ADI,2021-03-31,16.9022,0.1148,0.0835,0.347
ADI,2021-06-30,18.7987,-0.0231,-0.1364,0.3999
ADI,2021-09-30,18.2791,0.0535,-0.1528,0.4506
ADI,2021-12-31,13.4326,-0.0557,-0.0491,0.2764
ADI,2022-03-31,12.6103,-0.1115,0.2163,0.2885
ADI,2022-06-30,11.128,-0.0416,0.3586,0.7193
ADI,2022-09-30,10.6038,0.1824,0.2802,0.8592
ADI,2022-12-31,5.8144,0.2079,0.2336,0.7417
ADI,2023-03-31,6.9235,-0.0075,0.022,0.6967
ADI,2023-06-30,6.843,-0.097,0.1931,
ADI,2023-09-30,6.184,0.1394,0.3375,
ADI,2023-12-31,12.718,0.0008,0.0882,
ADI,2024-03-31,12.6713,0.1586,0.0365,
ADI,2024-06-30,14.5208,0.0123,0.0607,
ADI,2024-09-30,14.6367,-0.073,0.0858,
ADI,2024-12-31,34.668,,0.2975,
ADSK,2010-03-31,5.3277,-0.1709,0.5014,0.404
ADSK,2010-06-30,4.2586,0.3124,0.5846,0.3933
ADSK,2010-09-30,5.8793,0.1949,-0.1307,0.2878
ADSK,2010-12-31,7.2061,0.1547,-0.206,0.3173
ADSK,2011-03-31,4.332,-0.1249,-0.0406,0.1149
ADSK,2011-06-30,3.7124,-0.2801,-0.0935,0.4606
ADSK,2011-09-30,2.4966,0.0914,0.2001,0.9827
ADSK,2011-12-31,2.7823,0.3953,0.1655,0.9802
ADSK,2012-03-31,3.5906,-0.1732,-0.0253,0.3856
ADSK,2012-06-30,2.8618,-0.0469,-0.03,0.4313
ADSK,2012-09-30,2.6987,0.06,0.2345,0.3235
ADSK,2012-12-31,2.8976,0.1669,0.4235,0.7236
ADSK,2013-03-31,3.6896,-0.1772,0.1922,0.4136
ADSK,2013-06-30,2.9372,0.213,0.6612,0.5952
ADSK,2013-09-30,3.6814,0.2222,0.3384,0.7569
ADSK,2013-12-31,4.6231,-0.0227,0.1936,0.4708
ADSK,2014-03-31,4.9198,0.1464,0.1924,0.7582
ADSK,2014-06-30,5.7535,-0.0227,-0.1117,0.7882
ADSK,2014-09-30,5.6053,0.09,-0.1989,1.0374
ADSK,2014-12-31,6.1796,-0.0236,0.0145,0.7454
ADSK,2015-03-31,4.9495,-0.146,-0.0056,1.1415
ADSK,2015-06-30,4.1503,-0.1186,0.0811,1.6176
ADSK,2015-09-30,3.5957,0.3804,0.6386,2.5367
ADSK,2015-12-31,5.1634,-0.043,0.2147,1.1108
ADSK,2016-03-31,5.8001,-0.0715,0.4829,1.6723
ADSK,2016-06-30,5.3596,0.336,0.8622,2.0089
ADSK,2016-09-30,7.2809,0.0232,0.5521,1.042
ADSK,2016-12-31,7.4584,0.1684,0.4164,1.4789
ADSK,2017-03-31,8.7745,0.166,0.4523,0.8053
ADSK,2017-06-30,10.2903,0.1135,0.3002,1.3724
ADSK,2019-03-31,12.0821,0.0454,0.0018,0.3756
ADSK,2019-06-30,12.6134,-0.0933,0.4683,0.0556
ADSK,2019-09-30,11.4727,0.2421,0.564,0.2647
ADSK,2019-12-31,14.1565,-0.1491,0.6643,0.0186
ADSK,2020-03-31,8.9741,0.5323,0.7755,0.3335
ADSK,2020-06-30,13.7154,-0.0342,0.2204,-0.1446
ADSK,2020-09-30,13.2486,0.3218,0.2344,-0.1043
ADSK,2020-12-31,17.4901,-0.0923,-0.0791,-0.2026
ADSK,2021-03-31,14.9732,0.0532,-0.2266,-0.0604
ADSK,2021-06-30,15.7728,-0.0231,-0.4109,-0.1523
ADSK,2021-09-30,15.408,-0.014,-0.345,-0.034
ADSK,2021-12-31,15.1922,-0.2377,-0.3354,0.0511
ADSK,2022-03-31,10.191,-0.1978,-0.0289,0.2214
ADSK,2022-06-30,8.2133,0.0863,0.1899,0.8002
ADSK,2022-09-30,8.9056,0.0004,0.1077,0.7006
ADSK,2022-12-31,8.9089,0.1139,0.3029,0.584
ADSK,2023-03-31,8.5908,-0.0171,0.2511,0.1501
ADSK,2023-06-30,8.445,0.0112,0.2094,
ADSK,2023-09-30,8.5395,0.1767,0.3314,
ADSK,2023-12-31,10.0411,0.0696,0.2139,
ADSK,2024-03-31,10.7367,-0.0498,0.0053,
ADSK,2024-06-30,9.6567,0.1133,0.251,
ADSK,2024-09-30,10.7494,0.0729,0.1532,
ADSK,2024-12-31,11.5327,,0.0015,
ALGN,2011-03-31,3.2091,0.1133,0.3452,1.5288
ALGN,2011-06-30,3.6593,-0.3346,0.4675,1.4579
ALGN,2011-09-30,2.1785,0.5643,1.437,2.4067
ALGN,2011-12-31,3.8398,0.161,0.1694,1.3561
ALGN,2012-03-31,4.0876,0.2145,0.2163,0.9525
ALGN,2012-06-30,5.073,0.1049,0.107,0.8742
ALGN,2012-09-30,5.6582,-0.2494,0.3011,0.5353
ALGN,2012-12-31,4.121,0.2076,1.0591,1.373
ALGN,2013-03-31,4.7142,0.1053,0.5455,1.1692
ALGN,2013-06-30,5.28,0.2986,0.513,1.1747
ALGN,2013-09-30,7.0525,0.1879,0.0744,0.9491
ALGN,2013-12-31,8.5014,-0.0936,-0.0215,0.6824
ALGN,2014-03-31,6.248,0.0821,0.0386,1.2149
ALGN,2014-06-30,6.81,-0.0778,0.119,1.6788
ALGN,2014-09-30,6.2334,0.0818,0.0983,2.6043
ALGN,2014-12-31,6.7928,-0.0379,0.1778,2.9741
ALGN,2015-03-31,5.5894,0.1658,0.3514,3.6687
ALGN,2015-06-30,6.6247,-0.0949,0.2845,4.4559
ALGN,2015-09-30,5.9341,0.1601,0.6517,5.8925
ALGN,2015-12-31,6.9891,0.1039,0.4598,2.1804
ALGN,2016-03-31,7.1753,0.1081,0.5781,2.9115
ALGN,2016-06-30,8.0289,0.1639,0.8637,2.3979
ALGN,2016-09-30,9.4625,0.0254,0.9869,0.9298
ALGN,2016-12-31,9.721,0.1933,1.3113,1.9027
ALGN,2017-03-31,11.7388,0.3087,1.1893,0.5164
ALGN,2017-06-30,15.5845,0.2408,1.2791,0.8281
ALGN,2019-03-31,10.4504,-0.0374,-0.3882,0.5334
ALGN,2019-06-30,10.0466,-0.339,0.0027,-0.1353
ALGN,2019-09-30,6.5226,0.5423,0.8094,0.1448
ALGN,2019-12-31,10.2494,-0.3766,0.9151,-0.2442
ALGN,2020-03-31,5.6205,0.5777,2.1131,0.9209
ALGN,2020-06-30,9.0873,0.1928,1.2264,0.2886
ALGN,2020-09-30,10.913,0.6324,1.0327,-0.0673
ALGN,2020-12-31,18.0549,0.0134,0.2298,-0.4873
ALGN,2021-03-31,22.89,0.1283,-0.1949,-0.3945
ALGN,2021-06-30,25.8937,0.0891,-0.6127,-0.6049
ALGN,2021-09-30,28.2472,-0.0124,-0.6888,-0.6178
ALGN,2021-12-31,27.8905,-0.3366,-0.6791,-0.6827
ALGN,2022-03-31,6.2712,-0.4572,-0.2336,-0.6356
ALGN,2022-06-30,3.3094,-0.1249,0.4942,-0.2
ALGN,2022-09-30,2.8701,0.0183,0.4742,-0.3954
ALGN,2022-12-31,2.9265,0.5844,0.2992,-0.2596
ALGN,2023-03-31,10.1557,0.0584,-0.0186,-0.487
ALGN,2023-06-30,10.771,-0.1366,-0.3173,
ALGN,2023-09-30,9.2463,-0.1026,-0.167,
ALGN,2023-12-31,8.258,0.1968,-0.239,
ALGN,2024-03-31,8.3452,-0.2638,-0.5156,
ALGN,2024-06-30,6.057,0.0534,-0.2158,
ALGN,2024-09-30,6.398,-0.1801,-0.5076,
ALGN,2024-12-31,5.1861,,-0.2511,
AMAT,2009-12-31,8.0775,-0.0291,0.0306,-0.1128
AMAT,2010-03-31,7.7747,-0.1027,0.1852,0.0838
AMAT,2010-06-30,6.8406,-0.0221,0.1066,0.3459
AMAT,2010-09-30,6.6216,0.2097,-0.0923,0.6275
AMAT,2010-12-31,1.3176,0.1166,-0.2187,0.365
AMAT,2011-03-31,1.4863,-0.1622,-0.1816,0.4195
AMAT,2011-06-30,1.2058,-0.1979,-0.094,0.8803
AMAT,2011-09-30,0.9209,0.0412,0.1103,1.2567
AMAT,2011-12-31,1.7852,0.1697,0.1019,1.5105
AMAT,2012-03-31,2.2038,-0.0725,0.1173,0.9512
AMAT,2012-06-30,1.9632,-0.0171,0.3423,0.8011
AMAT,2012-09-30,1.8959,0.0333,0.6149,0.4088
AMAT,2012-12-31,7.5232,0.186,0.5855,0.7426
AMAT,2013-03-31,8.8639,0.1143,0.5523,0.6758
AMAT,2013-06-30,9.8102,0.1825,0.546,0.7095
AMAT,2013-09-30,11.5255,0.0145,0.2586,0.8246
AMAT,2013-12-31,10.9522,0.1611,0.437,0.931
AMAT,2014-03-31,12.6452,0.1098,0.125,1.0105
AMAT,2014-06-30,13.9612,-0.0373,-0.1321,0.928
AMAT,2014-09-30,13.3804,0.1583,-0.3069,1.5313
AMAT,2014-12-31,5.099,-0.0909,-0.2352,1.1483
AMAT,2015-03-31,4.596,-0.1438,-0.0404,1.5754
AMAT,2015-06-30,3.8842,-0.2312,0.274,1.5084
AMAT,2015-09-30,2.9188,0.2781,1.0915,1.7426
AMAT,2015-12-31,4.595,0.1406,0.757,0.8279
AMAT,2016-03-31,5.2252,0.1367,0.8623,0.9513
AMAT,2016-06-30,5.9257,0.2622,0.7437,0.9538
AMAT,2016-09-30,7.4773,0.0737,0.7461,0.7278
AMAT,2016-12-31,8.0095,0.2089,0.5986,0.9751
AMAT,2017-03-31,9.6741,0.0643,0.4411,0.2303
AMAT,2018-12-31,2.8317,0.2176,0.8986,3.9957
AMAT,2019-03-31,3.4664,0.1382,0.1742,2.4428
AMAT,2019-06-30,3.948,0.1161,0.3665,1.0931
AMAT,2019-09-30,4.4057,0.2275,0.208,0.6931
AMAT,2019-12-31,5.4274,-0.247,0.4329,0.6435
AMAT,2020-03-31,4.0314,0.3245,1.9514,1.7593
AMAT,2020-12-31,7.3156,0.551,0.8364,0.9266
AMAT,2021-03-31,11.34,0.0677,-0.0066,0.5832
AMAT,2021-06-30,12.0887,-0.0943,-0.3562,0.6999
AMAT,2021-09-30,10.9256,0.2244,-0.3582,0.6101
AMAT,2021-12-31,7.4478,-0.1609,-0.3754,0.061
AMAT,2022-03-31,6.238,-0.308,-0.0589,0.1309
AMAT,2022-06-30,4.3059,-0.0972,0.6045,1.0675
AMAT,2022-09-30,3.8775,0.1915,0.706,1.5685
AMAT,2022-12-31,5.6582,0.2643,0.6797,1.7112
AMAT,2023-03-31,7.087,0.1798,0.6935,1.8556
AMAT,2023-06-30,8.3058,-0.0401,0.6455,
AMAT,2023-09-30,7.9639,0.1731,0.4705,
AMAT,2023-12-31,10.1458,0.2746,0.0113,
AMAT,2024-03-31,12.9395,0.1464,-0.2904,
AMAT,2024-06-30,14.8222,-0.1422,-0.2169,
AMAT,2024-09-30,12.675,-0.1932,0.0239,
AMAT,2024-12-31,9.506,,0.596,
AMD,2013-03-31,9.9008,0.6,0.5725,0.1176
AMD,2013-06-30,13.6818,-0.0662,0.027,0.2598
AMD,2013-09-30,13.0145,0.0157,-0.105,0.8136
AMD,2013-12-31,13.1628,0.0362,-0.3101,1.9302
AMD,2014-03-31,2.0754,0.0449,-0.3317,2.6284
AMD,2014-06-30,2.1458,-0.1862,-0.4272,1.9785
AMD,2014-09-30,1.8409,-0.217,-0.4956,2.739
AMD,2014-12-31,1.5517,0.0037,0.0749,2.8502
AMD,2015-03-31,1.5774,-0.1045,0.0634,2.75
AMD,2015-06-30,1.4715,-0.2833,1.1417,5.2458
AMD,2015-09-30,1.2141,0.6686,3.0174,16.9593
AMD,2015-12-31,1.6493,-0.007,2.9512,5.4321
AMD,2016-03-31,1.6418,0.8035,4.1053,7.9544
AMD,2016-06-30,2.5083,0.3444,1.428,4.9086
AMD,2019-03-31,6.5134,0.19,0.7821,3.2845
AMD,2019-06-30,7.7467,-0.0454,0.7323,1.5179
AMD,2019-09-30,7.3958,0.5819,1.8282,1.1856
AMD,2019-12-31,11.6858,-0.0083,0.9998,0.4123
AMD,2020-03-31,16.6488,0.1568,0.726,1.155
AMD,2020-06-30,19.3097,0.5584,0.7854,1.1652
AMD,2020-09-30,30.2744,0.1186,0.255,0.2541
AMD,2020-12-31,33.9019,-0.144,0.5691,0.6073
AMD,2021-03-31,10.6493,0.1966,0.3929,1.2992
AMD,2021-06-30,12.7866,0.0955,-0.1859,0.7269
AMD,2021-09-30,14.029,0.3984,-0.3843,0.5946
AMD,2021-12-31,19.7081,-0.2402,-0.5499,-0.1606
AMD,2022-03-31,6.6727,-0.3006,-0.1036,-0.0604
AMD,2022-06-30,4.615,-0.1714,0.4896,0.8556
AMD,2022-09-30,3.7943,0.0223,0.6228,1.5535
AMD,2022-12-31,3.8826,0.5132,1.2759,2.3065
AMD,2023-03-31,7.396,0.1622,0.8415,1.0756
AMD,2023-06-30,8.6222,-0.0974,0.424,
AMD,2023-09-30,7.7669,0.4337,0.5958,
AMD,2023-12-31,11.2056,0.2244,-0.1806,
AMD,2024-03-31,30.1128,-0.1013,-0.4308,
AMD,2024-06-30,27.028,0.0115,-0.1252,
AMD,2024-09-30,27.3436,-0.2638,-0.014,
AMD,2024-12-31,20.0383,,0.773,
AMZN,2010-03-31,4.3757,-0.1953,0.3267,0.9628
AMZN,2010-06-30,3.4225,0.4375,0.8716,1.5416
AMZN,2010-09-30,5.1412,0.1461,0.3767,0.9906
AMZN,2010-12-31,5.9661,0.0007,-0.0383,1.2155
AMZN,2011-03-31,3.4318,0.1352,0.1242,0.8674
AMZN,2011-06-30,3.9507,0.0574,0.1167,0.5882
AMZN,2011-09-30,4.2007,-0.1995,0.1762,0.4912
AMZN,2011-12-31,3.282,0.1699,0.4493,0.7929
AMZN,2012-03-31,2.7391,0.1276,0.3159,0.8374
AMZN,2012-06-30,3.1273,0.1137,0.2161,0.901
AMZN,2012-09-30,3.5175,-0.0136,0.2293,1.0128
AMZN,2012-12-31,3.4657,0.0623,0.5896,1.6942
AMZN,2013-03-31,3.5808,0.042,0.2622,1.2276
AMZN,2013-06-30,3.7416,0.1259,0.1696,1.577
AMZN,2013-09-30,4.2434,0.2756,0.0313,1.6782
AMZN,2013-12-31,5.4802,-0.1565,-0.2218,0.8804
AMZN,2014-03-31,3.9945,-0.0345,0.1062,1.6356
AMZN,2014-06-30,3.8488,-0.0072,0.3366,1.9805
AMZN,2014-09-30,3.8194,-0.0375,0.5876,1.9815
AMZN,2014-12-31,3.6675,0.199,1.1778,2.7682
AMZN,2015-03-31,3.7895,0.1666,0.5954,2.8897
AMZN,2015-06-30,4.4497,0.1792,0.6486,2.9158
AMZN,2015-09-30,5.2781,0.3204,0.6357,2.913
AMZN,2015-12-31,7.0245,-0.1217,0.1095,1.2222
