ticker,date,ai,fwd_1q,fwd_1y,fwd_3y
ACAD,2019-06-30,9.5488,0.3464,0.8133,-0.4729
ACAD,2019-09-30,12.9769,0.1887,0.1462,-0.5454
ACAD,2019-12-31,15.4906,-0.0124,0.2496,-0.6279
ACAD,2020-03-31,12.6867,0.1472,-0.3893,-0.5546
ACAD,2020-06-30,14.61,-0.149,-0.4968,-0.5059
ACAD,2020-09-30,12.3775,0.296,-0.5973,-0.4948
ACAD,2020-12-31,16.153,-0.5174,-0.5634,-0.4143
ACAD,2021-03-31,6.7276,-0.0547,-0.0612,-0.2833
ACAD,2021-06-30,6.3284,-0.319,-0.4223,-0.3337
ACAD,2021-09-30,4.1258,0.4052,-0.0151,-0.0741
ACAD,2021-12-31,6.0311,0.0377,-0.3179,-0.2138
ACAD,2022-03-31,7.2282,-0.4182,-0.223,-0.3142
ACAD,2022-06-30,4.0864,0.1611,0.6998,0.5309
ACAD,2022-09-30,4.7904,-0.0269,0.2738,0.3044
ACAD,2022-12-31,4.6539,0.1822,0.9667,0.6778
ACAD,2023-03-31,5.4171,0.2726,-0.0175,0.1828
ACAD,2023-06-30,6.9514,-0.1299,-0.3215,
ACAD,2023-09-30,6.0212,0.5024,-0.262,
ACAD,2023-12-31,9.1527,-0.4095,-0.4139,
ACAD,2024-03-31,2.9204,-0.1211,-0.1017,
ACAD,2024-06-30,2.5433,-0.0535,0.3274,
ACAD,2024-09-30,2.3968,0.1931,0.3875,
ACAD,2024-12-31,2.8968,,0.4556,
ACCO,2012-03-31,2.7511,-0.1668,-0.4617,-0.3304
ACCO,2012-06-30,2.4955,-0.3723,-0.3849,-0.2485
ACCO,2012-09-30,2.0202,0.131,0.0231,0.0894
ACCO,2012-12-31,2.1252,-0.0899,-0.0845,-0.0286
ACCO,2013-03-31,1.5871,-0.0479,-0.0778,0.3443
ACCO,2013-06-30,1.5548,0.044,0.0079,0.6242
ACCO,2013-09-30,1.5831,0.012,0.0392,0.4518
ACCO,2013-12-31,1.5912,-0.0833,0.3408,0.942
ACCO,2014-03-31,2.8434,0.0406,0.349,1.1347
ACCO,2014-06-30,2.895,0.0764,0.2122,0.8175
ACCO,2014-09-30,2.996,0.3058,0.0246,0.7246
ACCO,2014-12-31,3.4312,-0.0777,-0.2087,0.3541
ACCO,2015-03-31,3.6732,-0.065,0.0806,0.5172
ACCO,2015-06-30,3.5407,-0.0901,0.3295,0.7989
ACCO,2015-09-30,3.369,0.0085,0.3635,0.6208
ACCO,2015-12-31,3.3837,0.2595,0.8303,-0.0285
ACCO,2016-03-31,5.0935,0.1503,0.4644,-0.0196
ACCO,2016-06-30,5.5413,-0.0668,0.1278,-0.2104
ACCO,2016-09-30,5.3124,0.3537,0.2344,0.0677
ACCO,2016-12-31,6.4436,0.0077,-0.0651,-0.2467
ACCO,2017-03-31,6.4767,-0.1141,-0.0412,-0.5912
ACCO,2017-06-30,5.9792,0.0215,0.1998,-0.3443
ACCO,2019-03-31,2.7343,-0.0736,-0.3894,0.0351
ACCO,2019-06-30,2.6206,0.2619,-0.0634,-0.0784
ACCO,2019-09-30,2.9502,-0.0449,-0.3881,-0.4456
ACCO,2019-12-31,2.8661,-0.4531,-0.0585,-0.3285
ACCO,2020-03-31,2.0716,0.4211,0.7322,0.1849
ACCO,2020-06-30,2.3773,-0.1755,0.2554,-0.1716
ACCO,2020-09-30,2.1834,0.4694,0.5266,0.1227
ACCO,2020-12-31,2.5787,0.0061,0.0077,-0.1777
ACCO,2021-03-31,7.9894,0.0299,-0.0213,-0.2353
ACCO,2021-06-30,8.0652,0.0026,-0.2162,-0.3687
ACCO,2021-09-30,8.0493,-0.0301,-0.4065,-0.256
ACCO,2021-12-31,7.9175,-0.0228,-0.2922,-0.2546
ACCO,2022-03-31,1.6224,-0.1752,-0.3011,-0.3813
ACCO,2022-06-30,1.4904,-0.2408,-0.1581,-0.3457
ACCO,2022-09-30,1.3441,0.1568,0.2392,-0.0206
ACCO,2022-12-31,1.406,-0.035,0.153,-0.1899
ACCO,2023-03-31,3.0267,-0.0066,0.118,-0.3076
ACCO,2023-06-30,3.005,0.1175,-0.0432,
ACCO,2023-09-30,3.1098,0.0763,0.0116,
ACCO,2023-12-31,3.1771,-0.0643,-0.0866,
ACCO,2024-03-31,2.8388,-0.1498,-0.2083,
ACCO,2024-06-30,2.6626,0.1815,-0.1876,
ACCO,2024-09-30,2.8116,-0.0281,-0.2187,
ACCO,2024-12-31,2.7691,,-0.2309,
ACH,2011-03-31,2.3616,0.0684,-0.0374,0.1756
ACH,2011-06-30,2.5042,-0.1684,-0.0856,0.075
ACH,2011-09-30,2.0779,-0.0173,0.0809,0.2545
ACH,2011-12-31,2.0289,0.1023,0.0577,0.3791
ACH,2012-03-31,1.4435,0.0149,0.1042,0.215
ACH,2012-06-30,1.4535,-0.0169,0.1384,0.2119
ACH,2012-09-30,1.4193,-0.0383,0.1922,0.1667
ACH,2012-12-31,1.3568,0.1508,0.319,0.3763
ACH,2013-03-31,1.796,0.0463,0.106,0.3523
ACH,2013-06-30,1.8622,0.0295,0.0328,0.2033
ACH,2013-09-30,1.9018,0.064,-0.0264,0.0942
ACH,2013-12-31,2.0045,-0.035,-0.0115,0.0526
ACH,2014-03-31,1.8112,-0.0229,-0.0051,0.0773
ACH,2014-06-30,1.7596,-0.0295,0.0308,0.034
ACH,2014-09-30,1.6987,0.0803,0.0052,-0.0247
ACH,2014-12-31,1.8152,-0.0288,0.0556,-0.4084
ACH,2015-03-31,1.7321,0.0123,0.229,-0.4906
ACH,2015-06-30,1.7386,-0.0535,0.1303,-0.4505
ACH,2015-09-30,1.655,0.1344,0.1181,-0.4176
ACH,2015-12-31,1.819,0.1307,0.0088,-0.8011
ACH,2016-03-31,1.8924,-0.0689,-0.1189,-0.886
ACH,2016-06-30,1.7702,-0.0638,-0.1125,-0.9043
ACH,2016-09-30,1.6636,0.0235,-0.1322,-0.8144
ACH,2016-12-31,1.6861,-0.0124,-0.4444,-0.8385
ACH,2017-03-31,1.6584,-0.0622,-0.5295,-0.7104
ACH,2017-06-30,1.5615,-0.0846,-0.4522,-0.7427
ACH,2019-03-31,0.9564,-0.2187,1.2378,9.7766
ACH,2019-06-30,0.9272,0.8164,1.3861,8.8542
ACH,2019-09-30,1.012,-0.1097,3.3297,3.1573
ACH,2019-12-31,0.9912,0.7711,4.2396,2.7842
ACH,2020-03-31,3.8236,-0.1669,3.1115,0.5918
ACH,2020-06-30,3.6457,2.2959,4.5576,1.5002
ACH,2020-09-30,5.6785,0.0774,0.2465,-0.3562
ACH,2020-12-31,5.9039,0.3898,0.6086,-0.2874
ACH,2021-03-31,6.0945,0.1262,0.1713,-0.2627
ACH,2021-06-30,6.6674,-0.2607,-0.2569,-0.681
ACH,2021-09-30,5.3329,0.3903,-0.2297,-0.4985
ACH,2021-12-31,6.8088,0.012,-0.551,-0.6995
ACH,2022-03-31,1.3972,-0.2856,-0.6695,-0.7949
ACH,2022-06-30,1.0826,-0.2337,-0.3946,-0.7107
ACH,2022-09-30,0.8986,-0.1896,-0.3295,-0.8008
ACH,2022-12-31,0.7842,-0.255,-0.0133,-0.8566
ACH,2023-03-31,1.7711,0.3086,0.9045,-0.8433
ACH,2023-06-30,1.9424,-0.1513,-0.291,
ACH,2023-09-30,1.8325,0.1925,-0.0291,
ACH,2023-12-31,1.9512,0.438,-0.3217,
ACH,2024-03-31,1.5794,-0.5128,-0.6741,
ACH,2024-06-30,1.1471,0.1622,-0.3259,
ACH,2024-09-30,1.2137,-0.167,-0.6941,
ACH,2024-12-31,1.134,,-0.7858,
ACI,2020-06-30,0.6469,-0.1218,0.269,0.9499
ACI,2020-09-30,0.6194,0.278,1.2993,1.3275
ACI,2020-12-31,0.6728,0.091,0.7518,0.8514
ACI,2021-03-31,0.6941,0.0363,0.7759,0.5906
ACI,2021-06-30,0.5535,0.5913,0.3823,0.4224
ACI,2021-09-30,0.7413,-0.0263,-0.1881,-0.1587
ACI,2021-12-31,0.7259,0.106,-0.0681,-0.0756
ACI,2022-03-31,0.7761,-0.1934,-0.151,-0.0571
ACI,2022-06-30,0.8102,-0.0654,0.1116,0.1512
ACI,2022-09-30,0.7691,0.1176,0.2468,0.01
ACI,2022-12-31,0.6782,0.0076,0.1342,-0.1068
ACI,2023-03-31,0.679,0.0561,0.055,-0.1126
ACI,2023-06-30,0.7497,0.0483,-0.0743,
ACI,2023-09-30,0.7688,0.0166,-0.1688,
ACI,2023-12-31,0.7739,-0.0627,-0.1254,
ACI,2024-03-31,0.7419,-0.0733,0.0527,
ACI,2024-06-30,0.8148,-0.0588,0.1187,
ACI,2024-09-30,0.7838,0.0697,-0.0254,
ACI,2024-12-31,0.8121,,-0.0996,
ACLS,2012-03-31,0.8273,-0.3023,-0.2733,0.3837
ACLS,2012-06-30,0.4918,-0.125,0.5167,1.4667
ACLS,2012-09-30,0.3951,0.3143,1.0095,1.5429
ACLS,2012-12-31,0.6079,-0.0942,0.7681,0.8768
ACLS,2013-03-31,0.5241,0.456,0.72,1.24
ACLS,2013-06-30,0.8918,0.1593,0.0989,0.478
ACLS,2014-03-31,3.4184,-0.0698,0.107,1.186
ACLS,2014-06-30,3.1439,-0.005,0.48,1.6188
ACLS,2014-09-30,3.1255,0.2864,0.3417,2.4359
ACLS,2014-12-31,4.169,-0.0703,0.0117,1.8027
ACLS,2015-03-31,3.2599,0.2437,0.1765,1.584
ACLS,2015-06-30,4.1051,-0.098,-0.0912,0.6723
ACLS,2015-09-30,3.6825,-0.03,0.2434,0.8399
ACLS,2015-12-31,3.5659,0.0811,0.4044,0.7181
ACLS,2016-03-31,3.8719,-0.0393,0.6786,0.7964
ACLS,2016-06-30,3.7116,0.2342,0.947,0.3987
ACLS,2019-03-31,2.245,-0.252,-0.09,2.754
ACLS,2019-06-30,1.4699,0.1355,0.8505,2.6439
ACLS,2019-09-30,1.7818,0.4102,0.2873,2.5436
ACLS,2019-12-31,2.8535,-0.2402,0.2083,2.2929
ACLS,2020-03-31,6.9594,0.521,1.2441,6.2774
ACLS,2020-06-30,11.6739,-0.2101,0.4513,5.5828
ACLS,2020-09-30,8.7829,0.3236,1.1377,6.4114
ACLS,2020-12-31,12.3015,0.4111,1.5604,3.4536
ACLS,2021-03-31,3.1064,-0.0163,0.8382,1.714
ACLS,2021-06-30,3.0471,0.1635,0.3568,2.5178
ACLS,2021-09-30,3.6328,0.5854,0.2877,1.2294
ACLS,2021-12-31,6.0722,0.013,0.0644,-0.0629
ACLS,2022-03-31,4.0397,-0.2739,0.7642,-0.3424
ACLS,2022-06-30,2.7859,0.1043,2.343,0.2708
ACLS,2022-09-30,3.1325,0.3104,1.6924,0.6123
ACLS,2022-12-31,4.2718,0.6791,0.6342,0.0123
ACLS,2023-03-31,5.1704,0.3758,-0.1631,-0.3015
ACLS,2023-06-30,7.3275,-0.1106,-0.2244,
ACLS,2023-09-30,6.454,-0.2046,-0.3569,
ACLS,2023-12-31,5.0171,-0.1401,-0.4613,
ACLS,2024-03-31,4.1757,0.275,-0.5546,
ACLS,2024-06-30,5.5097,-0.2626,-0.5099,
ACLS,2024-09-30,3.8856,-0.3336,-0.0688,
ACLS,2024-12-31,2.3642,,0.1498,
ACM,2019-12-31,10.9443,-0.3079,0.1542,0.9857
ACM,2020-03-31,8.4348,0.259,1.1477,1.8545
ACM,2020-06-30,9.8955,0.1134,0.6849,1.2822
ACM,2020-09-30,10.7005,0.1898,0.5093,1.0141
ACM,2020-12-31,12.2009,0.2879,0.5538,0.8885
ACM,2021-03-31,14.9089,-0.0123,0.2004,0.5598
ACM,2021-12-31,13.312,-0.0051,0.1072,0.418
ACM,2022-03-31,13.2267,-0.1492,0.1072,0.2403
ACM,2022-06-30,11.3956,0.0507,0.3099,0.7791
ACM,2022-09-30,11.8933,0.2449,0.2249,0.962
ACM,2022-12-31,19.4635,-0.0051,0.0977,0.1539
ACM,2023-03-31,19.3349,0.0065,0.1736,0.0351
ACM,2023-06-30,19.4129,-0.0174,0.0503,
ACM,2023-09-30,19.0653,0.1156,0.2556,
ACM,2023-12-31,5.8982,0.0637,0.1667,
ACM,2024-03-31,6.2336,-0.0992,-0.0455,
ACM,2024-06-30,5.6435,0.1747,0.2932,
ACM,2024-09-30,6.5417,0.0366,0.2756,
ACM,2024-12-31,4.9974,,-0.0991,
ADBE,2010-03-31,8.3272,-0.2528,-0.0625,0.2304
ADBE,2010-06-30,6.115,-0.0106,0.1899,0.7238
ADBE,2010-09-30,6.0457,0.1771,-0.0757,0.9862
ADBE,2010-12-31,7.1914,0.0773,-0.0815,0.9454
ADBE,2011-03-31,3.5085,-0.0516,0.0347,0.9825
ADBE,2011-06-30,3.3167,-0.2315,0.0293,1.3008
ADBE,2011-09-30,2.4998,0.1696,0.3422,1.8626
ADBE,2011-12-31,2.9599,0.2137,0.3329,1.5716
ADBE,2012-03-31,3.6639,-0.0565,0.2684,1.1551
ADBE,2012-06-30,3.438,0.0022,0.4075,1.5026
ADBE,2012-09-30,3.4461,0.1615,0.6011,1.5345
ADBE,2012-12-31,4.0563,0.155,0.5892,1.4931
ADBE,2013-03-31,4.7783,0.0469,0.5106,1.1553
ADBE,2013-06-30,5.0256,0.14,0.5882,1.1025
ADBE,2013-09-30,5.7988,0.1529,0.3321,1.0897
ADBE,2013-12-31,6.7611,0.0979,0.2141,0.7193
ADBE,2014-03-31,9.844,0.1007,0.1247,0.9795
ADBE,2014-06-30,10.8884,-0.0438,0.1195,0.9547
ADBE,2014-09-30,10.3882,0.0507,0.1883,1.1561
ADBE,2014-12-31,10.942,0.0171,0.2922,1.4105
ADBE,2015-03-31,9.5665,0.0956,0.2686,1.9224
ADBE,2015-06-30,10.54,0.0149,0.1824,2.0096
ADBE,2015-09-30,10.7067,0.1425,0.3201,2.2833
ADBE,2015-12-31,12.3205,-0.0015,0.0959,1.4083
ADBE,2016-03-31,9.3027,0.0212,0.3873,1.841
ADBE,2016-06-30,9.5092,0.1331,0.4766,2.076
ADBE,2016-09-30,10.8327,-0.0515,0.3744,1.5451
ADBE,2016-12-31,10.2524,0.264,0.7022,2.2036
ADBE,2017-03-31,9.7096,0.0869,0.6605,1.4456
ADBE,2017-06-30,10.5928,0.0547,0.7238,2.0777
ADBE,2017-09-30,11.1972,0.1747,0.8096,2.2875
ADBE,2017-12-31,13.2321,0.2331,0.291,1.8539
ADBE,2018-03-31,12.634,0.1283,0.2333,1.2
ADBE,2018-06-30,14.3178,0.1072,0.2085,1.402
ADBE,2018-09-30,15.905,-0.1619,0.0233,1.1327
ADBE,2018-12-31,13.2509,0.1779,0.4578,1.5065
ADBE,2019-03-31,13.1228,0.1057,0.1942,0.7097
ADBE,2019-06-30,14.5,-0.0624,0.4774,0.2424
ADBE,2019-09-30,13.6001,0.1939,0.7753,-0.0038
ADBE,2019-12-31,16.2195,-0.0351,0.5164,0.0204
ADBE,2020-03-31,12.6275,0.3679,0.4937,0.2109
ADBE,2020-06-30,17.274,0.1266,0.3453,0.1233
ADBE,2020-09-30,19.4616,0.0198,0.1739,0.0397
ADBE,2020-12-31,19.8462,-0.0495,0.1338,0.1929
ADBE,2021-03-31,17.2273,0.232,-0.0415,0.0615
ADBE,2021-06-30,21.2567,-0.0169,-0.3749,-0.0514
ADBE,2021-09-30,20.8942,-0.015,-0.522,-0.1006
ADBE,2021-12-31,20.5777,-0.1965,-0.4065,-0.2158
ADBE,2022-03-31,12.1864,-0.1966,-0.1542,-0.1582
ADBE,2022-06-30,9.7722,-0.2482,0.3358,0.0569
ADBE,2022-09-30,7.3228,0.2229,0.8528,0.2818
ADBE,2022-12-31,8.9761,0.1451,0.7728,0.04
ADBE,2023-03-31,9.9562,0.2689,0.3094,-0.3692
ADBE,2023-06-30,12.6712,0.0428,0.1361,
ADBE,2023-09-30,13.2191,0.17,0.0155,
ADBE,2023-12-31,15.4908,-0.1542,-0.2546,
ADBE,2024-03-31,11.7563,0.101,-0.2399,
ADBE,2024-06-30,12.9654,-0.068,-0.3036,
ADBE,2024-09-30,12.0692,-0.1412,-0.3187,
ADBE,2024-12-31,10.334,,-0.2129,
ADI,2009-12-31,10.9559,-0.0812,0.227,0.452
ADI,2010-03-31,9.7634,-0.0258,0.4039,0.76
ADI,2010-06-30,9.3486,0.1349,0.4413,0.7643
ADI,2010-09-30,10.8695,0.2079,0.0218,0.6354
ADI,2010-12-31,3.0335,0.0513,-0.0241,0.4756
ADI,2011-03-31,3.2144,0.0001,0.0564,0.4753
ADI,2011-06-30,3.189,-0.1954,-0.007,0.5115
ADI,2011-09-30,2.3542,0.1536,0.2935,0.7322
ADI,2011-12-31,3.1587,0.1381,0.2126,0.6959
ADI,2012-03-31,3.7738,-0.0599,0.1867,0.7023
ADI,2012-06-30,3.4103,0.048,0.2327,0.8561
ADI,2012-09-30,3.6114,0.0815,0.2373,0.5688
ADI,2012-12-31,5.9404,0.1137,0.247,0.4318
ADI,2013-03-31,6.8442,-0.0235,0.1768,0.3869
ADI,2013-06-30,6.5525,0.0519,0.2348,0.3689
ADI,2013-09-30,6.9584,0.0899,0.0823,0.4906
ADI,2013-12-31,6.8599,0.051,0.1215,0.5497
ADI,2014-03-31,7.2825,0.0247,0.219,0.6729
ADI,2014-06-30,7.4603,-0.078,0.2194,0.5587
ADI,2014-09-30,6.5846,0.1294,0.1715,0.8827
